identifier,quote,tei
PMC2836542_CT01,"The fraction of the total cell population present in each of the G1, S and G2/M cell cycle phases was obtained from DNA histograms by mathematical modeling using MPLUS software",data/tei/PMC2836542.tei.xml
PMC2836542_CT02,All primers for E2F-1 target genes were designed with the Primer3: WWW primer tool program,data/tei/PMC2836542.tei.xml
PMC5111494_TZ02,"Statistical analyses was performed using the Statistical Package for Social Sciences for Windows (SPSS, IBM Version 20.0).",data/tei/PMC5111494.tei.xml
10.1111%2Fecin.12490_TL03,"5. spsurv, however, does not allow the use of sampling weights nor does it allow the inclusion of covariates in the participation component of the model.",data/tei/10.1111%2Fecin.12490.tei.xml
PMC2886355_JWC02,"additional array data descriptions can be found in Materials and methods, and complete clusters can be viewed in high resolu-tion on the JCB DataViewer.",data/tei/PMC2886355.tei.xml
PMC2886355_JWC05,"Hierarchical clustering was performed using the Genesis program (Sturn et al., 2002).",data/tei/PMC2886355.tei.xml
PMC2886355_JWC06,GO enrichment was examined using GOrilla (http://cbl-gorilla.cs.technion.ac.il) and FatiGO (http://www.babelomics.org) programs.,data/tei/PMC2886355.tei.xml
PMC5015293_MS01,"Analysis was performed with ""R: A Language and Environment for Statistical Computing"" software package (R Core Team, R Foundation for Statistical Computing, Vienna, Austria, 2015), setting the statistical significance threshold at P=0.05.",data/tei/PMC5015293.tei.xml
PMC5015293_MS02,"Hemodynamic parameters were derived through the Beatscope software,5that analyzed finger BP waveforms beat-by-beat for the whole 2-hour recording.",data/tei/PMC5015293.tei.xml
PMC5015293_MS04,"The shape of the brachial BP waveform was reconstructed from the finger BP waveform by applying a proper filtering procedure implemented in Beatscope.",data/tei/PMC5015293.tei.xml
PMC5015293_MS05,"Values associated to valid BP waveforms (i.e., with Beatscope artifact code = 10000000) were averaged over the 2 hours recording at the end of each diet.",data/tei/PMC5015293.tei.xml
PMC5045956_MS02,"The Chi-square, independent t-test and paired-samples t-test were used for data analysis by using SPSS ver.13 software.",data/tei/PMC5045956.tei.xml
PMC4004741_MZ02,"The survey was optional, anonymous, and hosted by the Survey Monkey site.",data/tei/PMC4004741.tei.xml
PMC3351152_MS02,Western blot signal from the experiments as per (F) were quantified for control and C7orf30-depleted cellsusing ImageQuant software,data/tei/PMC3351152.tei.xml
PMC3351152_MS03,Western blot signal was quantified using ImageQuant software and presented in the graph above.,data/tei/PMC3351152.tei.xml
PMC3351152_MS05,"Western blot signal for MRPL3 (C), MRPL12 (D) and MRPS18B(D) for control and C7orf30-depleted cells was quantified using ImageQuant software.",data/tei/PMC3351152.tei.xml
10.1111%2Fobes.12191_TL01,"To estimate the four-dimensional variance specification for the vector of asset returns, we use a modified version of the module 'arch mg.src' that is part of the software JMulti ( <ref type=""bibr"" target=""#b37"">Lütkepohl and Krätzig, 2004</ref>, http://www.jmulti.de/).",data/tei/10.1111%2Fobes.12191.tei.xml
PMC3768955_CT03,"Design Expert version 7.1.5 statistical software (Stat-Ease,Minneapolis,MN) was used for the experimental design and regression analysis of the experimental data.",data/tei/PMC3768955.tei.xml
PMC3768955_CT04,"Data were analyzed by linear multiple regression using the Design-Expert (Version7.0;Stat-Ease,Inc.)",data/tei/PMC3768955.tei.xml
PMC3768955_CT05,"The regression equation, maximized by the Design Expert 7.0 (Minneapolis,USA) software",data/tei/PMC3768955.tei.xml
PMC4264042_HR01,Results were evaluated by performing unpaired t tests using GraphPad Prism version 5.0 software (GraphPad Software).,data/tei/PMC4264042.tei.xml
PMC5329793_HR01,"All the data was analyzed by stata11.0 soft-ware (http://www.stata.com; Stata Corporation, College Station, TX).",data/tei/PMC5329793.tei.xml
PMC2911847_CM02,"Even higher cor-relation (R=0.77–0.79) was found among the 548 IG andgenes that were selected by SAM, i.e. those that showedsignificant changes in the expression level.",data/tei/PMC2911847.tei.xml
PMC2911847_CM03,For eachof the subsets we also analyzed Pearson correlations byfurther selecting those IGs and adjacent genes with signifi-cant changes found by the SAM analysis.,data/tei/PMC2911847.tei.xml
PMC2911847_CM04,"The ‘Genome Editor’ tool in the SKB allowed usto extract the IGs discussed above in all sequenced species,align them using Muscle (57) and then visualize by Jalview(58) using the ‘Bioinformatics TOOLBOX’ (Tab ‘Tools’).",data/tei/PMC2911847.tei.xml
PMC2553567_TL01,". The intensities of DNA fragments were measured on a PhosphoImager, using the ImageQuant software (Molecular Dynamics, GE Healthcare, Slough, UK).",data/tei/PMC2553567.tei.xml
PMC4763990_MZ04,"All stimuli were presented in alternating polarities (stimulus waveform was inverted 180°) with an interstimulus interval of 81 ms controlled by E-Prime version 2.0 (Psychology Software Tools, Inc., Sharpsburg, PA).",data/tei/PMC4763990.tei.xml
PMC3749802_CM01,A 4-factor 3-level factorial experimental design technique was employed to investigate the variables like particle size and percent drug entrapment using the statistical software package (Version 7).,data/tei/PMC3749802.tei.xml
PMC4468934_AN01,Band intensities of piκBα and pSTAT1 were quantified by ImageProPlus 5.0 software.,data/tei/PMC4468934.tei.xml
PMC3960616_JWC01,"Statistics were carried out using IBM SPSSStatistics 19.0 (IBM SPSS, Chicago, IL, USA).",data/tei/PMC3960616.tei.xml
PMC3960616_JWC02,Statistical analyses on metaregression were performed in R using the mada package function reitsma.,data/tei/PMC3960616.tei.xml
PMC5334298_EK01,We used the Molecule Annotation System to determine and plotalterations in genes and signaling pathways.,data/tei/PMC5334298.tei.xml
10.1007%2Fs10818-017-9252-0_TL01,3 The numerical solutions have been found using dsolve (numeric) in Maple 18,data/tei/10.1007%2Fs10818-017-9252-0.tei.xml
10.1111%2Fj.1467-9957.2008.01084.x_TL01,"Software used was R v2.6.1, applying the function system.time.",data/tei/10.1111%2Fj.1467-9957.2008.01084.x.tei.xml
PMC3202757_MS02,"Additional calculations were performed in R, version 2.5.0.",data/tei/PMC3202757.tei.xml
PMC4628493_FJ01,A three-dimensional model of a fractured mandible was generated using Rhinoceros 4.0 software.,data/tei/PMC4628493.tei.xml
PMC3302168_JWC01,"Statistical analysis was performed using Graph Pad Prismversion 4 software (GraphPad Software, La Jolla, CA, USA).",data/tei/PMC3302168.tei.xml
PMC4898839_CM01,We performed meta-analysis using Review Manager Software (version 5) for outcome measures when the heterogeneity of data was not significant.,data/tei/PMC4898839.tei.xml
PMC4801097_CM01,"Data were ana-lyzed using Array Studio v7.2 and filtered (criteria: p value < 0.05, q value < 0.05, and fold change ≥2).",data/tei/PMC4801097.tei.xml
PMC5091022_MS01,"The Epi-Info software version 7.1.5 for Windows, which is developed and freely distributed by the Centers for Disease Control and Prevention (www.cdc.gov/epiinfo/7), was used for statistical analysis.",data/tei/PMC5091022.tei.xml
PMC2808884_HR01,including linksto GenBank and PubMed and NCBI’s LinkOut utility.,data/tei/PMC2808884.tei.xml
PMC4234239_MS01,"ThedatawereanalyzedusingSPSS11.0 for Windows (SPSSInc.,Chicago,IL,USA)",data/tei/PMC4234239.tei.xml
10.1007%2Fs00181-016-1169-2_EK01,The Random Parameter ROL model of the exploded data was estimated in STATA 13.0 based on the procedure in Hole (2007) using 500 Halton draws.,data/tei/10.1007%2Fs00181-016-1169-2.tei.xml
10.1007%2Fs00191-011-0230-8_TL02,3The matlab codes used to generate the results of this paper are available from http://research. economics.unsw.edu.au/vpanchenko/software/IELmatlabcodes.zip.,data/tei/10.1007%2Fs00191-011-0230-8.tei.xml
PMC2809279_JWC01,Linear trends across quintiles of25(OH)D and PTH were tested using or-thogonal contrasts in SUDAAN software.,data/tei/PMC2809279.tei.xml
PMC4307762_HR01,"equipped with the Test Work 4 software,",data/tei/PMC4307762.tei.xml
PMC4616535_SK01,All statistical analyses were performed using GraphPad Prism 5 software.,data/tei/PMC4616535.tei.xml
PMC4615214_HR02,The alignment statistics are calculated using R-CHIE.96,data/tei/PMC4615214.tei.xml
PMC3093010_CM01,"The data from the 13C breath test were analyzed using Oridion Research Software (β version, Oridion Medical Ltd, Jerusalem, Israel).",data/tei/PMC3093010.tei.xml
PMC3464766_AN01,"We used the R package glmnet (R Foundation for Statistical Computing) for estimating the model coefficients (Simon et al, 2011).",data/tei/PMC3464766.tei.xml
PMC3464766_AN02,"We used the statistical software R 2.12.2 for Windows (R Foundation for Statistical Computing, Vienna, Austria).",data/tei/PMC3464766.tei.xml
PMC3500846_JWC01,Position of the GFP band in each sample isindicated by downward pointing triangles in the simulated gel viewproduced by the Experion software.,data/tei/PMC3500846.tei.xml
PMC3500846_JWC03,AxioCam HRm camera and usingAxioVision software (Carl Zeiss Canada Ltd.).,data/tei/PMC3500846.tei.xml
PMC3575563_MZ01,"SPSSstatisticalsoftwarepackage20.0forWindows(SPSSInc.,Chicago,Ill,USA)wasusedforstatisticalanalysis.",data/tei/PMC3575563.tei.xml
PMC3405507_CM04,All statistical analyses were performed using GraphPad Prism version 5.01 software.,data/tei/PMC3405507.tei.xml
PMC3198286_RA01,"Magnetization prepared rapidgradient echo andfluid attenuated inver-sion recovery images were coregisteredto a standard template and segmentedto calculate regional brain tissue andWMH volumes normalized for intracra-nial volume (SPM7, University CollegeLondon, U.K.) (14) (IDL, Research Systems,Boulder, CO; MATLAB, MathWorks, Natick,MA)(12,13)",data/tei/PMC3198286.tei.xml
PMC4047866_AN01,"All data are shown as mean ± S.E.M. Measurements at single time points were analyzed by ANOVA and, if they demonstrated significance, were further analyzed by a two-tailed t-test.",data/tei/PMC4047866.tei.xml
PMC4047866_AN02,"Statistical analyses. All data are shown as mean±S.E.M. Measurements at single time points were analyzed by ANOVA and, if they demonstrated significance, were further analyzed by a two-tailed t-test. All statistical tests were conducted using GraphPad Prism 6.0 (GraphPad Software, San Diego, CA, USA). Po0.05 was used to define statistical significance.",data/tei/PMC4047866.tei.xml
PMC4304534_EK04,Post hoc pairwise comparisons were calculated with an overall a=0.05 after the Bonferroni correction of SPSS.,data/tei/PMC4304534.tei.xml
PMC3956627_JWC02,The data were analyzed with CellQuest™ software (BD Biosciences).,data/tei/PMC3956627.tei.xml
PMC2971576_JWC01,FastPval: a fast and memory efficient program to calculate verylowP-values from empirical distribution,data/tei/PMC2971576.tei.xml
PMC2971576_JWC02,We have developed a multiple stageP-value calculatingprogram called FastPval that can efficiently calculate very low (up to10−9)P-values from a large number of resampled measurements.,data/tei/PMC2971576.tei.xml
PMC2971576_JWC03,"The FastPval executable file, the java GUI and sourcecode, and the java web start server with example data andintroduction, are available at http://wanglab.hku.hk/pvalue",data/tei/PMC2971576.tei.xml
PMC5421174_JWC04,and probably damaging(c.115G>T and c.263C>A) by Polyphen-2 and diseas,data/tei/PMC5421174.tei.xml
PMC5421174_JWC05,causing by Mutation Taster software.,data/tei/PMC5421174.tei.xml
PMC3105518_HR08,"available for stabilizing polar contact with the carboxylate group of E457 (H bonds identified by VA-DAR software; Willard et al., 2003).",data/tei/PMC3105518.tei.xml
PMC4147369_JWC01,"Whole-cell currents were recorded from DIV8–10 neuronsat room temperature, using an Axopatch 200B amplifier and pClamp softwareversion 10.0 (Axon Instruments).",data/tei/PMC4147369.tei.xml
PMC4147369_JWC02,"The fluorescence, excitedalternatively with 340 nm and 380 nm and emitted at 510 nm, were recorded, storeddigitally and analyzed by TILLvisION 4.0 program.",data/tei/PMC4147369.tei.xml
PMC3789839_EK01,"Statistical analysis was conducted using SPSS software ver-sion 19.0 (IBM Corporation, Armonk, NY, USA).",data/tei/PMC3789839.tei.xml
PMC4225296_MS01,"Meta-analysis was performed according to recommenda-tions of the Cochrane Collaboration and the Quality ofReporting of Meta-analyses (QUORUM) guidelines and PRISMA statement using Review Manager (RevMan)V.5.2 version (Copenhagen, Nordic Cochrane Centre,The Cochrane Collaboration, 2012).",data/tei/PMC4225296.tei.xml
PMC5265988_JWC01,Sequence MassARRAY Assay Design 4.0 (Agena Bioscience Inc.) software was used to design aMultiplexed SNP mass-EXTEND assay.,data/tei/PMC5265988.tei.xml
PMC4123385_HR03,". The polymorphic SSR loci were analyzed with POP-GENE version 1.32 software ( Yeh et al., 1999 ) for the number of alleles per locus",data/tei/PMC4123385.tei.xml
PMC4470347_HR01,e entered the effect estimate and the new updated SE intoReview Manager 5 using the generic inverse variance (RevMan2012).,data/tei/PMC4470347.tei.xml
PMC4470347_HR02,Allocated through minimisation using minim software,data/tei/PMC4470347.tei.xml
PMC2731890_EK01,Potential promoters in the genome ofEscherichiacoliwere searched by pattern recognition softwarePlatProm and classified on the basis of positionsrelative to gene borders,data/tei/PMC2731890.tei.xml
PMC2731890_EK02,PlatProm scores con-verted into probability of RNA polymerase bindingdemonstrated certain correlation with the enzymeretention registered by ChIP-on-chip technique,data/tei/PMC2731890.tei.xml
PMC2731890_EK21,Promoter-specific elements scored by PlatProm (preferred positions aremarked by vertical tics),data/tei/PMC2731890.tei.xml
PMC2731890_EK22,Discriminative capacity of algorithm suggested by Hertz and Stormo (C) and PlatProm (D) tested on natural sequences. Blue plots representdistribution of scores for virtual TSPs ascribed to +256 position of CS1 sequences.,data/tei/PMC2731890.tei.xml
PMC2731890_EK23,Ciphers in parenthesis indicatesensitivityof PlatProm for positively regulated promoters,data/tei/PMC2731890.tei.xml
PMC2731890_EK25,Distribution of potential TSPs within regulatory regions offadB/pepQ(A–C) anddcuA/aspA(D–F) as predicted by Hertz and Stormoalgorithm (top panels) and PlatProm (middle panels),data/tei/PMC2731890.tei.xml
PMC2731890_EK31,"Among RNAs matching antisense strands andfound by Vogelet al. (31) and Kawanoet al. (32),10 species may be transcribed from intragenic pro-moters predicted by PlatProm.",data/tei/PMC2731890.tei.xml
PMC2731890_EK32,aRNAs I002 (33) and GadY (34) have 50-endsexactly pointed out by PlatProm.,data/tei/PMC2731890.tei.xml
PMC2731890_EK33,Two intragenic promoters found by PlatPromwithin the coding sequences ofhnsandhtgA/yaaWappeared to be activein vitro(35).,data/tei/PMC2731890.tei.xml
PMC2731890_EK35,Scheme illustrating the strategy used to convert PlatProm scores into probability of RNAPol binding,data/tei/PMC2731890.tei.xml
PMC2731890_EK36,Plot (C) shows theresult of this converting procedure for PlatProm scores predicted in 57 9670–596 200 bp genomic region,data/tei/PMC2731890.tei.xml
PMC2731890_EK40,To explore further this phenomenon a set of 181 knownpromoters accurately recognizedin silicoand possessingno more than two additional PlatProm signal(s) on eitherstrand in a50 bp area was compiled,data/tei/PMC2731890.tei.xml
10.1111%2F1475-4932.12331_TL04,We checked the results of the above searcheswith a cross-database search using the EBSCODiscovery Service for the cross-database search.,data/tei/10.1111%2F1475-4932.12331.tei.xml
PMC2935919_CB02,"In case of centroids ying outside polygons of irregular and complex shapes, the option ‘INSIDE’ in ArcGIS guaranteed the polygon centres lie inside the polygon.",data/tei/PMC2935919.tei.xml
PMC2935919_CB06,SaTScan( TM) is a trademark of Martin Kulldorff.,data/tei/PMC2935919.tei.xml
PMC2935919_CB07,"The SaTScan(TM) software was developed under the joint auspices of (a) Martin Kulldorff, (b) the National Cancer Institute and (c) Farzad Mostashari of the New York City Department of Health and Mental Hygiene.",data/tei/PMC2935919.tei.xml
PMC3138425_TL02,"To enable these genome-wide analyses, we inferred substitution histories using maximum likelihood and a contextdependent model of evolution with the PHAST package (Hubisz et al. 2011).",data/tei/PMC3138425.tei.xml
PMC3138425_TL08,and RepeatMasker (Smit and Hubley 2008–2010) and are indicated by lowercase letters in the alignments,data/tei/PMC3138425.tei.xml
PMC3173807_MP01,The UNAIDS Estimation and Projection Package (EPP) is a tool for country-level estimation and short-term projection of HIV/AIDS epidemics based onfitting observed HIV surveillance data on prevalence.,data/tei/PMC3173807.tei.xml
PMC5424272_HR01,"The genomic loca-tions of MER sequences were confirmed in the horse ge-nome (Broad/equCab2), using UCSC Genome Browser (http://genome.ucsc.edu),",data/tei/PMC5424272.tei.xml
PMC5424272_HR02,"and their sequences were ana-lyzed to identify regions that overlapped with transcripts, using Ensembl 84 (http://www.ensembl.org).",data/tei/PMC5424272.tei.xml
PMC5424272_HR03,"n the UCSC table Browser, MER sequences and their genomic regions were compared using RepeatMasker 3.3 (http://www.re-peatmasker.org).",data/tei/PMC5424272.tei.xml
PMC5424272_HR05,MER consensus sequences forming palindromic sequences were predicted by RNAfold (http://rna.tbi.univie.ac.at/cgi-bin/RNAfold.cgi).,data/tei/PMC5424272.tei.xml
PMC5424272_HR06,"we predicted the miRNA precursor forms originating from MER elements, using the miRNAfold tool (http://evryrna. ibisc.univ-evry.fr/miRNAFold/)",data/tei/PMC5424272.tei.xml
PMC5424272_HR07,MER precursor forms (selected for having minimum free energies) were predicted using MatureBayes program (http://mirna.imbb.forth.gr/Mature-Bayes.html),data/tei/PMC5424272.tei.xml
PMC5424272_HR08,MatureBayes is a tool to predict mature miRNA from miRNA precursor palindromic hairpin structures.,data/tei/PMC5424272.tei.xml
PMC1635254_MS09,N.L.B.M. annotated the array platform sequences and wrote the Perl scripts usedfor bioinformatic analysis,data/tei/PMC1635254.tei.xml
10.1257%2Fjep.25.3.83_TL02,9 We implement the nearest-neighbor matching estimator in STATA using the routines developed by Becker and Ichino (2002).,data/tei/10.1257%2Fjep.25.3.83.tei.xml
PMC4634381_MS01,The quantification of ABCA4 bands detected by Western blot was performed using ImageJ software (free download available athttp://rsbweb.nih.gov/ij/).,data/tei/PMC4634381.tei.xml
PMC3149990_CM01,Requiredsoftware:MassLynxandDriftscope(Waters).,data/tei/PMC3149990.tei.xml
PMC3149990_CM03,Open the IM-MS spectrum using the Driftscope software.,data/tei/PMC3149990.tei.xml
PMC3149990_CM05,"WithinMassLynx,openthechromatogramofthesaveddrifttimespectrum,andcombinethetimebins.Thecorrespondingmassspectrumwillopenautomatically.",data/tei/PMC3149990.tei.xml
PMC3149990_CM06,The theoretical cross sectional areas can be calculated from the crystal structure coordinates using the MOBCAL An IM-MS strategy for defining topological arrangements of subunits within multicomponent assemblies has been recently proposed,data/tei/PMC3149990.tei.xml
PMC3149990_CM07,"The theoretical cross sectional areas can be calculated from the crystal structure coordinates using the MOBCAL15,16 software, which is JournalofVisualizedExperimentswww.jove.comCopyright © 2010 Creative Commons Attribution-NonCommercial-NoDerivs 3.0 UnportedLicenseJuly 2010 | 41 | e1985 | Page 8 of 8anopensourceFORTRANbasedsoftwareallowingcodeeditingaccordingtotheoperatorneeds.",data/tei/PMC3149990.tei.xml
PMC4453845_CM01,"Multispectral images were processed into images for each separate fluorophore signal and sent for analysis with Definiens Developer script (Definiens AG, München, Germany).",data/tei/PMC4453845.tei.xml
PMC5041470_HR04,expressing cells was performed on confocal images taken at 100x magnification using Imaris software.,data/tei/PMC5041470.tei.xml
PMC5041470_HR05,centre in 3D confocal images (63x magnification) was quantitated using Imaris software.,data/tei/PMC5041470.tei.xml
PMC5041470_HR06,"were analyzed and quantitated by using the computational script IMACULAT (76,77).",data/tei/PMC5041470.tei.xml
PMC5041470_HR09,"2D-FISH images were analyzed and quantitated by using the computational script IMACULAT(76,77).",data/tei/PMC5041470.tei.xml
PMC3734831_TZ02,"HGU133 plus 2.0 arrays were individually scanned using an Affymetrix GeneChip3000 scanner with GeneChip Operating Software (GCOS, Affymetrix).",data/tei/PMC3734831.tei.xml
PMC4230595_HR01,"All image analysis was performed in Matlab (MathWorks, Cambridge, United Kingdom)",data/tei/PMC4230595.tei.xml
PMC4230595_HR03,"Scripts were written in Matlab to segment spots using the wavelet-based multiscale products as described previously (Olivo-Marin, 2002).",data/tei/PMC4230595.tei.xml
PMC4230595_HR04,The coordinates of spots were extracted in Matlab and track histo-ries generated,data/tei/PMC4230595.tei.xml
PMC4230595_HR05,using a Matlab version of the IDL nearest-neighbor algorithm (www.physics.emory.edu/∼weeks/idl/).,data/tei/PMC4230595.tei.xml
10.1257%2Fjep.15.2.25_JWC01,cense and install Microsoft’s Internet Explorer browser as a condition for being,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC02,"argued thatthe Internet Explorer browser was part of the operating system,",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC03,Thomas Penfield Jackson ordered Microsoft tooffer its Windows 95 operating system,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC04,ruling that Windows 95 and Internet Explorer provided computer users with,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC06,"facturers to license and install Internet Explorer, entered into contracts th",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC07,Netscape wasa threat to Microsoft because its Navigator browser was a distribution vehicle,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC08,"In addition, there was apossibility that Netscape Navigator itself could grow into a substitute f",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC09,could grow into a substitute for MicrosoftWindows or facilitate server-based applications,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC10,market its OS/2 operating system,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC101,"Microsoft’s allegedly predatory actions of developing a Windows-optimized version of Java, giving Internet Explorer away for free",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC104,Microsoft to maintain the price of Windows at a higher level than,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC106,such as the use of exclusive contracts andprohibitions on removing the Internet Explorer icon.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC107,One part would receive the Windows oper-ating system; the other,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC108,"Conduct remedies, such as mandatoryunbundling of Internet Explorer from Windows, deal",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC11,"Platforms include operating systems such as the Mac OS, Sun Solaris, and Linux,and various forms of middleware",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC110,The introduction of Windows provides a suggestive case study.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC111,pplications that took advantage of the Windows graphical user,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC112,slower to make the transition to Windows for their applications t,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC15,"middleware including web server/browser software, LotusNotes, and Sun’s Java, t",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC16,the actions it did with respect to browsers and Java.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC17,"The reason middleware, such as Java or a web browser, is a threat t",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC18,Middleware written on top of Windows would not suffer,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC19,under whichthe manufacturers could neither remove the Internet Explorer icon,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC20,"rival browser more prominently than Internet Explorer. Finally, in a third set o",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC21,"Microsoft offered Internet content providers preferential, no-costplacement on the Internet Explorer “channel bar”",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC22,in return for their agreement topromote Internet Explorer as their browser,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC24,hat it was more attractive when accessed using Internet Explorer,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC27,justified as promoting a standard Windows “look and feel.”,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC28,Microsoft offered favorable placement on the Internet Explorerchannel bar to Internet,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC29,roviders who designed their content to favorInternet Explorer. This arrangement,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC30,"First, as we discuss below, Netscape Navigator initially waspriced significantly above marginal cost and",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC31,The government alleged that Microsoft tried to keep Netscape Navigator frombecoming well established,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC32,The government also alleged that Microsoft wanted to blockNavigator,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC33,"distribution vehicle for Java,",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC34,as well as undermine Java,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC35,the widespread deployment of Java,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC36,Microsoft gave Internet Explorer away forfree and paid Apple to use its browser.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC37,concerned with reducing Netscape’s Navigator sales.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC38,"on Netscape’s revenues of giving Internet Explorer away for free,",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC39,by sales of software such as Office for the,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC40,"To the government, the “integration” of Internet Explorer",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC41,with Windows 95 and later versions,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC42,blocking Netscape Navigator from growing into a,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC43,"integrated product that combined Internet Explorer and Windows,",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC45,Consumers withInternet Explorer already loaded,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC46,loaded on their personal computers still could install andmake use of Navigator.,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC47,"However, the incremental cost to such customers of usingInternet Explorer was zero.",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC48,of the operating system and that bundlingInternet Explorer with the operating system,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC49,Microsoft developed a version of Java that wasoptimized for Windows,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC51,government alleged that Microsoft tried to “pollute” Java so that it,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC52,"that it was merely optimizing Java toexploit the advanced features of Windows, to the benefit of consumers.",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC54,"According to the government, Microsoft’s Java strategy",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC55,", but were instead intended to undermine the portability ofJava. Judge Jackson",data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC56,Jackson concluded that: Microsoft designed its Java developer tools t,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC57,properly by Microsoft’s version of the Java environment forWindows; Microsoft,data/tei/10.1257%2Fjep.15.2.25.tei.xml
10.1257%2Fjep.15.2.25_JWC59,portability in the version of Java that it shippedwith Internet Explorer 4.0,data/tei/10.1257%2Fjep.15.2.25.tei.xml
