id,origin,DOI,PMID,PMCID
e55e4d9f51,10.1257%2Fjep.9.2.45,10.1257/jep.9.2.45,,
b790d0dfb6,PMC4198632,10.5114/wiitm.2014.43021,25337168,PMC4198632
c0c0ad12be,10.1111%2Fjems.12175,10.1111%2Fjems.12175,,
db6afbe71c,10.1111%2Fjems.12172,10.1111%2Fjems.12172,,
e8a9355ce8,10.1257%2Fjep.28.4.227,10.1257/jep.28.4.227,,
a43495c595,PMC4579189,10.5999/aps.2015.42.5.661,26430649,PMC4579189
f745b3dd87,PMC5078273,,,PMC5078273
e14bff96f0,PMC3871393,10.1016/j.stemcr.2013.10.012,24371811,PMC3871393
c3498529f9,PMC4486157,10.5045/br.2015.50.2.117,26157784,PMC4486156
ad7dc41820,PMC3261704,10.1038/msb.2011.70,21988833,PMC3261704
b761ea2b71,10.1086%2F252106,10.1086/252106,,
cbd9fcc31d,PMC5401835,10.4184/asj.2017.11.2.213,28443165,PMC5401835
c6e5b710e4,10.1007%2Fs11151-010-9274-4,10.1007/s11151-010-9274-4,,
ae316b2753,10.1086%2F252100,10.1086/252100,,
bec106109f,10.1177%2F1091142114551600,10.1177/1091142114551600,,
a1ebae6020,10.1257%2Fjep.13.3.193,10.1257/jep.13.3.193,,
e1590f6dbf,PMC5302073,10.1177/1088868315609487,26468077,PMC5302073
a2b23fc124,10.1257%2Fjep.21.4.151,10.1257/jep.21.4.151,,
b0dca72411,PMC3808861,10.4070/kcj.2013.43.9.636,24174966,PMC3808861
d0eaa98dbe,10.1257%2Fjep.8.4.111,10.1257/jep.8.4.111,,
a353921256,10.1086%2F250396,10.1086%2F250396,,
e9d7620e5f,10.1086%2F250398,10.1086%2F250398,,
a96ba3d443,10.1257%2Faer.20150248,10.1257/aer.20150248,,
c05bc51d24,10.1086%2F250392,10.1086/250392,,
a1ecfc654b,PMC5109884,10.4103/1008-682x.185849,27506335,PMC5109884
d3d233e67d,PMC5091269,10.1159/000448989,27843427,PMC5091269
e0b7dd29cc,PMC3015889,,,PMC3015889
e6018af039,10.1257%2Fjep.24.3.233,10.1257/jep.24.3.233,,
dd465e33ef,PMC4421576,10.1093/ndtplus/sfq212,25984139,PMC4421576
fb6beb0a9c,10.1111%2Fj.1467-9396.2009.00842.x,10.1111/j.1467-9396.2009.00842.x,,
cd0aea1a5a,PMC4579164,10.5999/aps.2015.42.5.544,26430624,PMC4579164
e44ca4dba0,PMC3261729,10.1136/jmedgenet-2011-100499,22180641,PMC3261729
c5971a5f58,PMC4889704,10.5114/aoms.2016.59943,27279865,PMC4889704
c789285e5b,PMC4000167,10.1002/open.201402006,24808991,PMC4000167
a9c80f0d75,10.1111%2Fjors.12011,10.1111/jors.12011,,
a7758729f1,10.1257%2Fjep.22.3.127,10.1257/jep.22.3.127,,
fafdc0f792,10.1257%2Fjep.27.3.3,10.1257/jep.27.3.3,,
bd33a17633,10.1086%2F250382,10.1086/250382,,
a7cf1864b7,10.1086%2Fma.22.25554966,10.3386/w13143,,
de724dcb6f,10.1086%2Fma.22.25554967,10.7551/mitpress/9780262015318.003.0008,,
c14b1977dc,10.1111%2Fj.1475-4932.2008.00494.x,10.1111/j.1475-4932.2008.00494.x,,
d72a150ff9,10.1086%2Fma.22.25554962,10.1086/ma.22.25554962,,
e917b1a763,PMC3493810,10.4070/kcj.2012.42.10.709,23170101,PMC3493810
b04dfce225,PMC4999392,10.3346/jkms.2016.31.10.1516,27550478,PMC4999392
e2f0fac508,PMC3547393,10.1093/shm/hks058,,PMC3547393
abc4fd1c5e,10.1257%2Fjep.9.2.63,10.1257/jep.9.2.63,,
f4c41e8563,PMC2689521,10.1136/ard.2008.092668,19033290,PMC2689521
e0e6b36f41,10.1257%2Fjep.11.2.97,10.3386/w5893,,
e5343fc4cc,PMC2875448,10.2337/dc09-2067,20215455,PMC2875448
f3ccffbf71,10.1257%2Fjep.26.3.87,10.1257/jep.26.3.87,,
cdf3c77a23,PMC3201215,10.2174/1874357901105010109,22043256,PMC3201215
f553e98a19,10.1257%2Faer.p20151083,10.1257/aer.p20151083,,
c9fb386234,10.1086%2F250371,10.1086%2F250371,,
b9d1842d43,10.1257%2Fjep.10.1.141,10.1257/jep.10.1.141,,
cf9fdf087d,10.1007%2Fs10657-011-9288-x,10.1007/s10657-011-9288-x,,
bcf91b88e7,10.1257%2Fjep.11.4.3,10.1257/jep.11.4.3,,
ac851ec392,10.1257%2Faer.101.1.9,10.1257/aer.101.1.9,,
d539419b41,10.3846%2Fbtp.2011.22,10.3846/btp.2011.22,,
e29fb09445,PMC4262886,10.1038/srep07432,25503586,PMC4262886
f4c2eb3c5e,PMC2627247,10.3348/kjr.2008.9.6.541,19039271,PMC2627247
e9caf3f0e3,10.1257%2Fjep.14.4.217,10.1257/jep.12.3.183,,
bcac7d84c2,PMC3507208,10.1242/bio.2012885,23213441,PMC3507208
df616fecd5,10.1257%2Fjep.27.2.3,10.1257/jep.27.2.3,,
e66cbfcea1,10.1257%2Fjep.31.3.131,10.1257/jep.31.3.131,,
cc13ef0e56,PMC4543182,10.3345/kjp.2015.58.7.239,26300937,PMC4543182
cbd2cbf583,10.3846%2Fbtp.2011.12,10.3846/btp.2011.12,,
c06322ec5f,PMC4419364,10.5812/jjm.17849,25964849,PMC4419364
b5ffedccdc,PMC4543188,10.3345/kjp.2015.58.7.270,26300943,PMC4543188
d553d0a858,PMC4434997,10.13063/2327-9214.1052,25992385,PMC4434997
bee0a96afa,PMC5412482,10.12965/jer.1734970.485,28503521,PMC5412482
b2e292453f,PMC4677704,10.1159/000441835,26668573,PMC4677704
c0e22c1336,10.1257%2Faer.103.3.774,10.1257/aer.103.3.774,,
ae36ec0e94,10.1257%2Fjep.15.3.173,10.1257/jep.15.3.173,,
a00c72ffb0,PMC4101770,10.3346/jkms.2014.29.7.1018,25045238,PMC4101770
dc7d268053,PMC4799210,,,PMC4799210
be735cee91,10.1007%2Fs11127-009-9521-0,10.1007/s11127-009-9521-0,,
db1bfce363,10.1257%2Fjep.26.3.27,10.1257/jep.26.3.27,,
faec5a8f35,PMC3668108,10.4097/kjae.2013.64.5.448,23741569,PMC3668108
a67fd9ac1d,PMC2882571,10.4162/nrp.2007.1.1.14,20535380,PMC2882571
c53acb307a,10.1111%2F1475-4932.12164,10.1111/1475-4932.12164,,
ae2bba46ed,10.1111%2Fj.1467-9396.2009.00825.x,10.1111/j.1467-9396.2009.00825.x,,
a8c351667d,10.1111%2Froiw.12352,10.1111/roiw.12352,,
edb3207bc3,PMC3695729,10.1017/s1352465813000404,23676553,PMC3695729
cad36e16ac,10.1257%2Faer.103.3.769,10.1257/aer.103.3.769,,
ad88992cac,10.1111%2Fjmcb.12431,10.1111%2Fjmcb.12431,,
e1389ced5f,10.1086%2Fma.21.25554950,10.1086/ma.21.25554950,,
a1ec147b06,PMC5095638,10.1292/jvms.15-0654,27396397,PMC5095638
e0b39287a7,PMC3863663,10.4184/asj.2013.7.4.351,24353854,PMC3863663
cb1c712c23,PMC5193284,10.1177/2055102915624512,28070384,PMC5193284
ef762ae37e,PMC2627212,10.3348/kjr.2008.9.5.470,18838859,PMC2627212
b99b8820fb,10.1524%2Fjbwg.2005.46.2.5,10.1524%2Fjbwg.2005.46.2.5,,
f183f5cc49,10.1111%2Fj.1813-6982.2008.00183.x,10.1111/j.1813-6982.2008.00183.x,,
bd620ea2ee,10.1086%2F252197,10.1086/252197,,
fb3f85e9aa,10.1257%2Fjep.21.1.237,10.1257/jep.23.3.205,,
d5cb68bc90,PMC4216975,,,PMC4216975
cdc901a870,10.1257%2Fjep.15.3.195,10.1257/jep.15.3.195,,
fcec61c843,10.1007%2Fs11127-009-9445-8,10.1007/s11127-009-9445-8,,
b5f84ddc43,10.1017%2Fs1365100515000139,10.1017/s1365100515000139,,
c3c64c5d93,10.1257%2Fjep.4.1.207,10.1257/jep.4.1.207,,
abc79e3393,PMC5085403,,,PMC5085403
b9ee53508f,PMC4261519,10.5483/bmbrep.2014.47.10.144,25081999,PMC4261519
e41caed960,PMC3667679,10.3109/03630269.2013.775149,23614625,PMC3667679
aea21a02c9,PMC3277331,,,PMC3277331
cd62f824e1,10.1080%2F1350178x.2016.1189124,10.1080/1350178x.2016.1189124,,
d9789e419a,10.1111%2Fjmcb.12458,10.1111/jmcb.12458,,
bec691d81c,10.1086%2F252189,10.1086/252189,,
cb7731bacc,PMC4792616,10.1093/ckj/sfv141,26985374,PMC4792616
d9f10419c4,10.1086%2F654394,10.1086/654394,,
a041bab32a,10.1111%2Fjmcb.12454,10.1111/jmcb.12454,,
ede6a1d314,10.1086%2F654391,10.2307/3585315,,
ffe7c2375b,10.1111%2Fjmcb.12457,10.1111/jmcb.12457,,
eb81462f19,10.1086%2F252184,10.1086/252184,,
a5c789856e,10.1257%2Fjep.25.2.227,10.1257/jep.25.2.227,,
ce33d0550c,10.1111%2Fjems.12219,10.1111/jems.12219,,
ff16da344a,10.1111%2Fjems.12218,10.1111/jems.12218,,
a9f1a73d9f,PMC3675294,10.4047/jap.2013.5.2.198,23755347,PMC3675294
ce71bb614e,10.1007%2Fbf02209677,10.1007/bf02209677,,
e21c766a08,10.1257%2Fjep.31.3.175,10.1257/jep.31.3.175,,
d5d487e49e,10.1111%2Fj.1467-9787.2010.00708.x,10.1111/j.1467-9787.2010.00708.x,,
db0a59391a,PMC4422970,10.4196/kjpp.2015.19.3.283,25954135,PMC4422970
ef49b8fd0e,PMC4977069,10.2147/IJGM.S99025,,PMC4977069
a30f2b614c,10.1007%2Fs10368-009-0134-3,10.1007/s10368-009-0134-3,,
f8c0e1c751,10.1257%2Faer.103.3.732,10.1257/aer.103.3.732,,
f484fab582,PMC4567100,10.1093/ofid/ofv055,26380347,PMC4567100
e7f179c1a3,10.1086%2F252176,10.1086/252176,,
a1270743f0,PMC5118828,10.1159/000450598,27920691,PMC5118828
d77655423a,10.3846%2F1611-1699.2008.9.227-234,10.3846/1611-1699.2008.9.227-234,,
d6a34944ff,PMC4926320,10.1093/trstmh/trw032,27268712,PMC4926320
d4289244c2,10.1080%2F00074910701408040,10.1080/00074910701408040,,
d2b316f69f,PMC5147363,,,PMC5147363
fa65183bd9,PMC4441238,,,PMC4441238
cccce6f238,10.1177%2F1091142114551676,10.1177/1091142114551676,,
d59d15e1cc,PMC5085425,,,PMC5085425
a12e437e7c,10.1086%2F654375,10.2139/ssrn.2491258,,
e9fd8ec843,10.1086%2F654376,10.1086/654376,,
dc5929bc9a,PMC5061450,10.1016/j.dadm.2016.06.002,27752536,PMC5061450
d9c5d29b41,10.1257%2F089533004773563421,10.1257/089533004773563421,,
e0fadb1c38,PMC4560502,10.1590/1678-775720150100,26398514,PMC4560502
a702a04ee3,PMC4182354,10.5624/isd.2014.44.3.199,25279340,PMC4182354
a9a3460f5a,10.1007%2Fs11127-012-9915-2,10.1007/s11127-012-9915-2,,
b60f180a22,10.1007%2Fs00191-007-0057-5,10.1007/s00191-007-0057-5,,
f1bcea0164,10.1257%2Fjep.14.4.231,10.1257%2Fjep.14.4.231,,
e55bbc01d2,PMC5147391,10.1097/01,,PMC5147391
d7e732fc29,PMC5400486,10.1093/jscr/rjx016,28458826,PMC5400486
b4415919ae,PMC3380255,10.3389/fnhum.2012.00184,22737116,PMC3380255
de69c2da64,PMC4421612,10.1093/ndtplus/sfr026,25984159,PMC4421612
ab9c55bd53,10.1007%2Fs10645-006-9050-x,10.1007/s10645-006-9050-x,,
eef453ef6e,PMC3475216,10.7150/thno.4547,23082098,PMC3475216
e8b8debe67,10.1007%2Fs00191-008-0123-7,10.1007/s00191-008-0123-7,,
a4b8dffde8,10.1086%2F252156,10.1086/252156,,
f1d50da9ee,10.1086%2F253487,10.1086%2F253487,,
e96569ea1e,10.1257%2Faer.20131006,10.1257/aer.20131006,,
d4738d8bb4,PMC4526602,10.5173/ceju.2015.484,26251748,PMC4526602
f8b3888bac,10.1257%2Fjep.10.2.3,10.1257/jep.10.2.3,,
bab2e419be,PMC2778333,10.1093/bioinformatics/btp569,19797409,PMC2778333
f4caaf86a0,10.1257%2Faer.20131002,10.1257/aer.20131002,,
d940b615ef,PMC2687742,10.3349/ymj.2006.47.4.578,16941751,PMC2687742
c58d898c70,PMC4381901,10.2147/TCRM.S82251,,PMC4381901
f07406424e,10.1086%2F252155,10.1086%2F252155,,
fbd7ba6f72,PMC4535552,10.2147/CIA.S87020,,PMC4535552
ddf6682fa1,10.1111%2Fjems.12228,10.1111/jems.12228,,
b230e73196,PMC5147388,,,PMC5147388
b0b5c98e72,10.1111%2Fj.1467-6419.2008.00566.x,10.1111/j.1467-6419.2008.00566.x,,
f4586bb33b,PMC5118846,,,PMC5118846
a0a49fa783,PMC4168877,10.2147/oajsm.s64078,25246813,PMC4168877
ddbf0ef07c,10.1086%2F250407,10.1086%2F250407,,
d034f25d0f,PMC3331263,,,PMC3331263
a24ca51e80,10.1086%2F251730,10.1086%2F251730,,
fffcd943f2,PMC2858844,10.3346/jkms.2010.25.5.794,20436721,PMC2858844
fc29a9ca46,10.1111%2Fj.1468-0297.2008.02239.x,10.1111/j.1468-0297.2008.02239.x,,
c04b3b8fce,10.1086%2F250403,10.1086/250403,,
e890be80f2,PMC4728097,10.3340/jkns.2015.58.6.560,26819694,PMC4728097
f1e2a52461,10.4067%2Fs0717-68212005012600002,10.4067/s0717-68212005012600002,,
e3f012a6a1,PMC4621286,http://dx.doi.org/10.11919/j.issn.1002-0829.215093],,PMC4621286
d4a06ae2c9,PMC4789806,10.1136/jmedgenet-2015-103387,26754139,PMC4789806
f46c6e31e4,10.1111%2Finfi.12079,10.1111/infi.12079,,
bfb627134b,PMC4539087,10.2147/tcrm.s81088,26309403,PMC4539087
bde3371a27,10.1111%2F1475-5890.12121,10.1111%2F1475-5890.12121,,
cd0c07887a,10.1111%2Fecin.12316,10.1111/ecin.12316,,
a49527b5a6,PMC5122049,,,PMC5122049
fb5da67c07,10.1257%2F0002828041302307,10.1257%2F0002828041302307,,
c40404f52b,10.1007%2Fs10657-012-9319-2,10.1007/s10657-012-9319-2,,
afc11e7926,10.1057%2Fbe.2011.30,10.1057/be.2011.30,,
a4afd72e5a,10.1111%2Finfi.12069,10.1111/infi.12069,,
b29ac5d5c9,PMC4024980,10.2147/ijn.s50677,24872707,PMC4024980
f16424b199,10.1257%2F000282806777212350,10.1257%2F000282806777212350,,
bec03c8d87,PMC3417369,10.3389/fcimb.2011.00019,22919585,PMC3417369
ecd9750598,PMC3104447,10.3349/ymj.2011.52.4.558,21623595,PMC3104447
acd8938df3,10.1086%2F251716,10.1086/251716,,
b2bb60bbe8,10.1257%2Faer.20131031,10.1257/aer.20131031,,
b3b628d0c8,10.1086%2F654336,10.1086/654336,,
dd9745f5ae,10.1257%2Faer.20131032,10.1257/aer.20131032,,
c38c79a58b,10.2307%2F3585017,10.2307/3585017,,
ef08f46ee4,10.2307%2F3585018,10.2307/3585018,,
c06ba62adc,10.1111%2Fasej.12061,10.1111%2Fasej.12061,,
bd4dafe7db,10.18267%2Fj.polek.1056,10.18267/j.polek.1056,,
af618bb153,10.1057%2Fbe.2011.28,10.1057/be.2011.28,,
a30a3c4d43,10.1257%2Fjep.8.2.3,10.1257/jep.8.2.3,,
bddb4a935e,10.1007%2Fs10645-009-9117-6,10.1007/s10645-009-9117-6,,
dad253fb76,10.1257%2F0895330054048722,10.1257/0895330054048722,,
c52c240fd4,PMC3438277,10.5792/ksrr.2012.24.3.158,22977793,PMC3438277
c90dc334a2,PMC3088754,10.1159/000327974,21552451,PMC3088754
b78137fdf6,PMC3064792,10.1093/nar/gkq1180,21097467,PMC3064792
f0d57e2941,10.1257%2Fjep.6.4.53,10.1257/jep.6.4.53,,
c356531ad2,10.1080%2F13504851.2016.1199750,10.1080/13504851.2016.1199750,,
d7394092eb,10.2307%2F3585008,10.2307/3585008,,
e4578a6615,10.1111%2Fjoie.12109,10.1111%2Fjoie.12109,,
c8e049d945,PMC3881628,,,PMC3881628
a8c0ef1c48,10.1257%2Fjep.5.1.97,10.1257/jep.5.1.97,,
ea84a424f6,PMC4878286,10.1161/STROKEAHA.116.013392/-/DC1.,,PMC4878286
e497734383,10.18267%2Fj.polek.1066,10.18267/j.polek.1066,,
ee093f1ac4,10.1080%2F00036846.2015.1040259,10.1080/00036846.2015.1040259,,
b8a4a88639,PMC4301226,,,PMC4301226
bd76be0a96,10.1093%2Fjleo%2Fewx012,10.1093/jleo/ewx012,,
f04dbe187f,PMC4832084,10.1016/j.ymgmr.2016.03.005,27114914,PMC4832084
ff759d4f4b,10.1111%2Fasej.12045,10.1111/asej.12045,,
ac8820305e,10.1257%2F0895330054048713,10.1257/0895330054048713,,
d10ca668b1,PMC4536843,10.2147/NDT.S86581,,PMC4536843
a4e8cd2f56,10.1556%2F032.2017.67.3.6,10.1556/032.2017.67.3.6,,
face1c4b80,10.1257%2Faer.106.5.700,10.1257/aer.106.5.700,,
eee5e59960,10.2307%2F3585000,10.2307/3585000,,
a4e648d663,PMC4590314,10.2147/DDDT.S90504,,PMC4590314
d95a0fb0ae,10.1556%2F032.2017.67.3.2,10.1556/032.2017.67.3.2,,
ef8173d91e,10.1111%2Fecin.12367,10.1111/ecin.12367,,
b72c1c0d77,10.2307%2F3585035,10.2307%2F3585035,,
d6ccc23925,PMC5034971,10.5455/medarh.2016.70.308-310,27703296,PMC5034971
db5788582b,10.1111%2Fecin.12368,10.1111/ecin.12368,,
b3ba172aa6,10.2307%2F3585034,10.2307/3585034,,
c86f25d71f,PMC4717398,10.1136/annrheumdis-2015-207511,26139005,PMC4717398
bf819c7ca7,10.1086%2F654315,10.1086/654315,,
d3e85fc3fa,PMC4078747,10.1136/bjsports-2013-093018,24324207,PMC4078747
fe91a6f819,10.1007%2Fs10818-008-9043-8,10.1007/s10818-008-9043-8,,
d5f9d736e1,10.1080%2F00074910601053185,10.1080/00074910601053185,,
e51f1694dd,10.1111%2Fj.1468-5876.2012.00575.x,10.1111/j.1468-5876.2012.00575.x,,
c6bd28c579,10.1111%2Fecin.12363,10.1111/ecin.12363,,
b274f70727,10.1086%2F654316,10.1086/654316,,
a409c2b12e,PMC3935074,10.4111/kju.2014.55.2.148,24578814,PMC3935074
a25057c30e,PMC4866283,10.1093/jscr/rjw085,27177890,PMC4866283
b680b90cda,PMC5109095,,,PMC5109095
e76e24b621,10.1111%2Fecin.12357,10.1111/ecin.12357,,
b7da0c427c,10.1111%2Fsaje.12113,10.1111%2Fsaje.12113,,
cc4aa1605a,10.2307%2F3585023,10.2307%2F3585023,,
a6843eb4cd,10.1086%2F654326,10.1086/654326,,
bdbb8b16e7,PMC3385094,10.4489/myco.2011.39.2.109,22783086,PMC3385094
e437db1944,10.1080%2F13545700601025216,10.1080/13545700601025216,,
bd37eb5540,10.1086%2F654322,10.1086/654322,,
ec8651d4d6,10.1111%2Fsaje.12119,10.1111/saje.12119,,
f0b8113e1e,10.1257%2Fjep.22.3.47,10.3386/w14073,,
fbb1610449,PMC2823389,10.3402/meo.v15i0.4856,20174615,PMC2823389
d64dacac2c,10.1257%2Faer.104.5.703,10.1257/aer.104.5.703,,
c9cbd7b827,10.1111%2Fasej.12064,10.1111%2Fasej.12064,,
cb37a71a39,PMC5125993,10.2147/jpr.s110947,27920572,PMC5125993
dec811cd01,10.1111%2Fasej.12066,10.1111/asej.12092,,
dd4479bcf6,10.1086%2F654328,10.1086/654328,,
a0e813711a,10.1086%2F654327,10.1086/654327,,
e8042497cf,PMC3409707,10.1364/boe.3.001891,22876352,PMC3409707
a33a8f5d46,10.1111%2Fecin.12351,10.1111/ecin.12351,,
ae6a0ef52f,PMC4981196,10.1038/srep11971,26155834,PMC4648388
c5afb82b6e,10.1111%2Fecin.12387,10.1111/ecin.12387,,
b48e42469a,PMC5419945,10.1016/j.hrcr.2016.05.001,28491717,PMC5419945
f2e8229bcd,10.1111%2Fj.1468-2354.2009.00568.x,10.1111/j.1468-2354.2009.00568.x,,
c510e8bff4,10.1111%2Fsaje.12109,10.1111%2Fsaje.12109,,
f62a9da5ab,10.1111%2Fsaje.12108,10.1111/saje.12108,,
d6b8a28f91,PMC3355255,10.1038/ejhg.2011.257,22258521,PMC3355255
ec7dc80ace,10.1257%2Fjep.8.3.61,10.1257/jep.8.3.61,10136767,
b207a7740d,PMC5284477,10.1136/jech-2015-207015,27451436,PMC5284477
ee0196566f,10.1111%2Fasej.12097,10.1111%2Fasej.12097,,
cbfb4488e9,PMC3249279,10.5090/kjtcs.2011.44.1.76,22263130,PMC3249279
f6005f7a06,10.1080%2F17421772.2016.1126674,10.1080/17421772.2016.1126674,,
ac9aa46389,10.2307%2F3585050,10.2307/3585050,,
b6c9888693,PMC5077881,,,PMC5077881
c423b3a871,PMC4178280,10.4081/rt.2014.5480,25276327,PMC4178280
eddb73e219,10.1111%2Fecin.12383,10.1111/ecin.12383,,
f4b731f970,10.1111%2Fecin.12378,10.1111/ecin.12378,,
a7acdea0d3,PMC4717364,10.1136/ejhpharm-2015-000697,26835007,PMC4717364
d030028072,10.1111%2Fecin.12376,10.1111/ecin.12376,,
ab8b9c0ce6,PMC4857323,10.1177/2050313x14568699,27489679,PMC4857323
f6098d5010,10.1257%2Fjep.23.2.3,10.1257%2Fjep.23.2.3,,
b51967aa7e,10.1007%2Fs10657-014-9461-0,10.1007/s10657-014-9461-0,,
a41475a290,PMC4616740,10.1097/md.0000000000001568,26448004,PMC4616740
e96dcc6d89,10.1007%2Fs00191-016-0478-0,10.1007/s00191-016-0478-0,28163393,PMC5253718
da58b78133,10.1111%2Fasej.12086,10.1111/asej.12086,,
d019bcbd28,PMC4592933,10.4081/or.2015.6046,26605030,PMC4592933
fd30155aa4,10.1086%2F654307,10.2307/3585203,,
dc55693177,PMC4496436,10.5230/jgc.2015.15.2.105,26161283,PMC4496436
e562f34f97,10.1017%2Fs1365100514000388,10.1017/s1365100514000388,,
a9086bf148,PMC5297961,,,PMC5297961
cb84d3840d,10.1257%2Fjep.30.2.245,10.1257/jep.30.2.245,,
bfcb6d42bf,PMC3148884,10.4293/108680811x13071180407159,21902988,PMC3148884
a57bbe207f,PMC3663311,,,PMC3663311
da393a538f,10.1515%2Fbejeap-2014-frontmatter4,10.1515%2Fbejeap-2014-frontmatter4,,
bee21a50e0,10.1007%2Fs10645-012-9186-9,10.1007/s10645-012-9186-9,,
a027a1533b,10.1515%2Fbejeap-2014-frontmatter2,10.1515%2Fbejeap-2014-frontmatter2,,
c06f10c814,10.1086%2F251576,10.1086/251576,,
d1b49833c6,10.1257%2Fjep.5.4.77,10.1257/jep.5.4.77,,
a92f5909a2,PMC4841865,10.3402/ljm.v11.31290,28349840,PMC4841865
d298176e70,10.1257%2Fjep.21.3.81,10.1257/jep.21.3.81,,
fe0ce25eab,10.1007%2Fs00712-007-0259-1,10.1007/s00712-007-0259-1,,
feff6a01bb,10.1086%2F250249,10.1086/250249,,
e5f474d35c,PMC5029585,10.1111/anae.13101,25950621,PMC5029585
b19a1e5b75,10.1007%2Fs11127-007-9172-y,10.1007/s11127-007-9172-y,,
b53afaf179,10.1007%2Fs10645-011-9170-9,10.1007/s10645-011-9170-9,,
f138747d59,10.1257%2Fjep.4.2.55,10.1257/jep.4.2.55,,
efbb02cdb4,10.1257%2Fjep.23.3.3,10.1257/jep.23.3.3,,
d12f89ba2e,PMC3811794,10.3803/enm.2013.28.1.78,24396657,PMC3811794
e2368bb960,PMC3769716,10.1590/s1517-83822009000200015,,PMC3769716
c56967ad0a,10.18267%2Fj.polek.1124,10.18267/j.polek.1124,,
a8d93c15ee,10.1086%2F252892,10.1086/252892,,
d897d825b2,10.1086%2F251560,10.1086/251560,,
b88ccc895d,10.1111%2Fj.1540-5982.2008.00482.x,10.1111/j.1540-5982.2008.00482.x,,
e7ab176da8,10.1007%2Fs10368-010-0157-9,10.1007/s10368-010-0157-9,,
ae8bdcf7a4,10.1111%2Fj.1468-5876.2012.00581.x,10.1111/j.1468-5876.2012.00581.x,,
be4fd2ee87,PMC4062531,10.1038/ejhg.2014.108,24916647,PMC4062531
c84dc57150,10.1007%2Fs10614-008-9147-1,10.1007/s10614-008-9147-1,,
f9cd412abf,PMC4987497,10.1016/j.ijscr.2016.05.042,27522280,PMC4987497
f9b4d12acb,PMC5297986,10.1002/cncr.30325,27690182,PMC5297986
f0acd5db6c,10.1086%2F250220,10.1086/250220,,
b2feb1d0ff,10.1111%2Fecin.12507,10.1111/ecin.12507,,
b5fbd4f25e,10.1086%2F251555,10.1086/251555,,
faacec4f50,10.1086%2F252886,10.1086%2F252886,,
c5718ab62e,10.1257%2Fjep.24.3.151,10.1257/jep.24.3.151,,
bf149f986b,10.1086%2F251557,10.1086/251557,,
eee6141828,10.1257%2Fjep.27.1.223,10.1257/jep.27.1.223,,
e4fce318d6,PMC4210749,10.1093/jscr/rju104,25352577,PMC4210749
d5889a4543,10.1002%2Fpam.1018,10.1002/pam.1018,,
b61af00b6a,10.1257%2Fjep.5.4.91,10.1257/jep.5.4.91,,
f3c9e23c6c,PMC3271252,10.5056/jnm.2012.18.1.4,22323982,PMC3271252
c5fdb36da5,10.1257%2Fjep.12.1.79,10.1257/jep.12.1.79,,
e0b32348ed,10.1111%2Fj.1467-9485.1974.tb00191.x,10.1111/j.1467-9485.1974.tb00191.x,,
dbb00a01ad,10.1257%2Fjep.25.1.159,10.1257/jep.25.1.159,,
bb108c4032,PMC5387758,10.1038/ctg.2017.9,28300824,PMC5387758
e5f8ab0456,10.1086%2F250218,10.1086/250218,,
d50619a4a5,10.1111%2Fj.1467-9787.2006.00469,10.1111/j.1467-9787.2006.00469,,
aa06e57689,PMC2094076,10.1093/nar/gkm694,17890733,PMC2094076
a910d34d72,PMC2799978,10.3349/ymj.2010.51.1.52,20046514,PMC2799978
e2563cd4b0,10.1086%2F250210,10.1086%2F250210,,
c9a2940905,10.1007%2Fs10657-012-9337-0,10.1007/s10657-012-9337-0,,
b3174076ed,10.1086%2F250211,10.1086%2F250211,,
e81ead64d3,PMC4949173,10.14245/kjs.2016.13.2.77,27437019,PMC4949173
d82b0bf91f,10.1086%2F251542,10.1086%2F251542,,
a2018bd30e,10.1111%2Fj.1475-4932.1925.tb02329.x,10.1111/j.1475-4932.1925.tb02329.x,,
f048f1e527,10.1111%2Fj.1467-6419.2009.00610.x,10.1111/j.1467-6419.2009.00610.x,,
f3a2a4e90f,10.1086%2F250216,10.1086/250216,,
e1531a48fc,10.1111%2Fobes.12085,10.1111/obes.12085,,
a349376e0f,10.1007%2Fs10290-009-0018-1,10.1007/s10290-009-0018-1,,
d0fa7be206,10.1007%2Fs10818-017-9268-5,10.1007/s10818-017-9268-5,,
cb24abb354,10.1111%2Fj.1468-0351.2009.00359.x,10.1111/j.1468-0351.2009.00359.x,,
aa938b9b98,PMC4075826,,,PMC4075826
d540c7898d,PMC4701795,10.4046/trd.2016.79.1.5,26770229,PMC4701795
ca66cb4516,PMC3155146,10.4097/kjae.2011.61.1.93,21860760,PMC3155146
ce09a77c5f,10.1086%2F250206,10.1086%2F250206,,
aadf5ae14a,10.1257%2Faer.20110236,10.1257/aer.20110236,,
d814f7f249,10.1080%2F13504851.2011.639572,10.1080/13504851.2011.639572,,
be8ce19f43,10.1086%2F250207,10.1086/250207,,
bcb30ac5d4,10.1086%2F252868,10.1086%2F252868,,
df2cf395e0,PMC5391828,10.2147/opth.s126690,28435218,PMC5391828
eb630cb82b,10.3846%2Fbtp.2007.01,10.3846/btp.2007.01,,
ffdd78ea82,10.1007%2Fbf00138259,10.1007/bf00138259,,
de0c8cbb9d,10.1007%2Fs10657-012-9324-5,10.1007/s10657-012-9324-5,,
e7d13d7eff,10.1111%2Fobes.12058,10.1111/obes.12058,,
f0aa8e559e,10.1086%2F251534,10.1086%2F251534,,
