schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,4dcf1c32-860d-405a-9725-cd78c17eea46,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A2,More likely than not that this is a specific piece of software,ab17f832-1fb1-4aee-b1f0-d75f68a1afda,4dcf1c32-860d-405a-9725-cd78c17eea46,More likely than not that this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,97855368-cc73-48ac-b54c-a809d824c10b,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,97855368-cc73-48ac-b54c-a809d824c10b,"Yes, Iâ€™ve found the name of the software in the article.",1,1,1368,1375,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,2752d595-e311-4280-88d8-dec54745155c,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,2752d595-e311-4280-88d8-dec54745155c,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,1ccd4083-0d49-4262-a1b7-9bc0a3bc2187,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,1ccd4083-0d49-4262-a1b7-9bc0a3bc2187,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,e748f440-ddef-4c66-aaa2-8b7e656630b3,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,e748f440-ddef-4c66-aaa2-8b7e656630b3,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,9b502ca0-e219-4679-acdd-0f641b1990dc,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,9b502ca0-e219-4679-acdd-0f641b1990dc,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e05064a2-6677-4396-8533-8de1c8a1bb1a,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/676,a0bb66c2-d029-414c-bafa-be8e46c72a60,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,c8a6454d-7ac6-4c81-8135-740905e7ff23,3,2,ca811c36-8a2d-4237-b375-c1e3cb68c198,bf50585e-e747-4426-b284-89c096ff1852,30:12.9,37:25.3,432.371715,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,ca811c36-8a2d-4237-b375-c1e3cb68c198,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,dfb314f7-8f68-4614-99bd-6592f9956be8,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A2,More likely than not that this is a specific piece of software,ab17f832-1fb1-4aee-b1f0-d75f68a1afda,dfb314f7-8f68-4614-99bd-6592f9956be8,More likely than not that this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,b5a26832-f231-403d-9d75-1c5fa26d752e,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,b5a26832-f231-403d-9d75-1c5fa26d752e,"Yes, Iâ€™ve found the name of the software in the article.",1,1,2164,2171,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,b049efad-eef0-4565-b77f-ce508e33aee7,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,b049efad-eef0-4565-b77f-ce508e33aee7,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,ca9d4b70-cc36-4e67-97ce-ce497ddfb8c7,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,ca9d4b70-cc36-4e67-97ce-ce497ddfb8c7,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,d2491db7-0765-42b0-a0d7-f424af7cc2ed,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,d2491db7-0765-42b0-a0d7-f424af7cc2ed,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,e84fda2c-bc53-4a74-a8e7-74de1edbdc40,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,e84fda2c-bc53-4a74-a8e7-74de1edbdc40,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,d6213dfe-21ce-43e8-9297-37d4771b20eb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/677,e232462b-e7bd-4f3c-a4e7-4221efc53d3d,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,ce2f3c7c-8266-4c04-892f-0aebde6fedfa,3,2,6adf4f7b-a341-49be-a008-2157eb7ebae8,bf50585e-e747-4426-b284-89c096ff1852,35:59.3,39:22.2,202.929998,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,6adf4f7b-a341-49be-a008-2157eb7ebae8,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,28f05f5f-26e6-4dd0-a82e-1fac02d4268e,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A2,More likely than not that this is a specific piece of software,ab17f832-1fb1-4aee-b1f0-d75f68a1afda,28f05f5f-26e6-4dd0-a82e-1fac02d4268e,More likely than not that this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,f0a36c47-601d-40cc-bfc7-1741e7dc695f,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,f0a36c47-601d-40cc-bfc7-1741e7dc695f,"Yes, Iâ€™ve found the name of the software in the article.",1,1,2341,2348,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,142fb875-a379-47fa-9366-3fcf206291b0,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,142fb875-a379-47fa-9366-3fcf206291b0,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,b9aa9099-4666-4f37-b899-f58da8acc087,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,b9aa9099-4666-4f37-b899-f58da8acc087,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,28a7dbbd-49d7-4f2b-a2e4-abf132ae0469,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,28a7dbbd-49d7-4f2b-a2e4-abf132ae0469,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,96377eaf-7184-44a4-9ec5-7a9309599965,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,96377eaf-7184-44a4-9ec5-7a9309599965,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,976a7561-6e06-43cd-865b-d7e0c11814e6,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/678,faf06919-a44b-4bf7-93c2-8ae0644bfa61,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,6170ca95-8340-4578-9a23-cab43d93b81a,3,2,ae620a50-7caf-400d-ab37-bc3b6dc480a6,bf50585e-e747-4426-b284-89c096ff1852,37:25.5,41:03.2,217.622924,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,ae620a50-7caf-400d-ab37-bc3b6dc480a6,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,8b4c0404-edd4-4f97-973f-12602d68d25c,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/679,f2f0eece-79df-40e1-80cd-fd4b04561f36,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,a8c3bd4a-a543-42fa-8c22-760ebf701fdc,3,2,9c53b564-d6b8-45a1-ae30-7a765a79577a,bf50585e-e747-4426-b284-89c096ff1852,39:22.5,41:26.9,124.402949,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A2,More likely than not that this is a specific piece of software,ab17f832-1fb1-4aee-b1f0-d75f68a1afda,9c53b564-d6b8-45a1-ae30-7a765a79577a,More likely than not that this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,8b4c0404-edd4-4f97-973f-12602d68d25c,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/679,f2f0eece-79df-40e1-80cd-fd4b04561f36,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,a8c3bd4a-a543-42fa-8c22-760ebf701fdc,3,2,87a9edf9-9a9c-4686-a530-0f941a408ba7,bf50585e-e747-4426-b284-89c096ff1852,39:22.5,41:26.9,124.402949,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,87a9edf9-9a9c-4686-a530-0f941a408ba7,"Yes, Iâ€™ve found the name of the software in the article.",1,1,2737,2744,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,8b4c0404-edd4-4f97-973f-12602d68d25c,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/679,f2f0eece-79df-40e1-80cd-fd4b04561f36,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,a8c3bd4a-a543-42fa-8c22-760ebf701fdc,3,2,95c2fd8c-1841-480c-904b-02c93eb02a9f,bf50585e-e747-4426-b284-89c096ff1852,39:22.5,41:26.9,124.402949,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,95c2fd8c-1841-480c-904b-02c93eb02a9f,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,8b4c0404-edd4-4f97-973f-12602d68d25c,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/679,f2f0eece-79df-40e1-80cd-fd4b04561f36,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,a8c3bd4a-a543-42fa-8c22-760ebf701fdc,3,2,ee8d26e3-9ecf-4fe9-83b4-4edd270f47f1,bf50585e-e747-4426-b284-89c096ff1852,39:22.5,41:26.9,124.402949,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,ee8d26e3-9ecf-4fe9-83b4-4edd270f47f1,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,8b4c0404-edd4-4f97-973f-12602d68d25c,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/679,f2f0eece-79df-40e1-80cd-fd4b04561f36,softcite_data/step1_txt/pmc/PMC1636350-7/text.txt.gz,100039,PMC1636350-7,ca4996a7eb259f4668aa29973f9ef5962bf4618fef4de58fb1140f9358af9c71,4032,a8c3bd4a-a543-42fa-8c22-760ebf701fdc,3,2,99803c2c-db3c-4538-a738-a675a3e58187,bf50585e-e747-4426-b284-89c096ff1852,39:22.5,41:26.9,124.402949,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,99803c2c-db3c-4538-a738-a675a3e58187,"No, I cannot find any relevant URL in the article.",0,0,,,
